"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"1844","Middle East & North Africa","2005-2009","Turkey","Hostage Taking","Private Citizens & Property","ISVG",3,0,0
"1845","Middle East & North Africa","2005-2009","Turkey","Hostage Taking","Police","CETIS",1,0,0
"1846","Middle East & North Africa","2005-2009","Turkey","Hostage Taking","Business, Utilities & Communication","CETIS",1,0,0
"1847","Middle East & North Africa","2005-2009","Turkey","Hostage Taking","Government","CETIS",1,0,0
"1848","Middle East & North Africa","2005-2009","Turkey","Unknown","Military","CETIS",1,1,2
"1849","Middle East & North Africa","2005-2009","Turkey","Unknown","Military","ISVG",1,1,1
"1850","Middle East & North Africa","2005-2009","Turkey","Unknown","Police","CETIS",1,2,5
"1851","Middle East & North Africa","2005-2009","Turkey","Facility/Infrastructure Attack","Business, Utilities & Communication","CETIS",1,0,0
"1852","Middle East & North Africa","2005-2009","Turkey","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",2,0,0
"1853","Middle East & North Africa","2005-2009","Turkey","Facility/Infrastructure Attack","Government","ISVG",1,0,0
"1854","Middle East & North Africa","2005-2009","Turkey","Facility/Infrastructure Attack","Transportation","CETIS",1,0,0
"1855","Middle East & North Africa","2005-2009","Turkey","Unarmed Assault","Police","ISVG",1,0,15
"1856","Middle East & North Africa","2005-2009","Turkey","Unarmed Assault","Business, Utilities & Communication","CETIS",1,0,1
"1857","Middle East & North Africa","2005-2009","Turkey","Hijacking","Transportation","CETIS",1,0,0
"1858","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Private Citizens & Property","CETIS",23,5,4
"1859","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Private Citizens & Property","ISVG",11,2,9
"1860","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Military","CETIS",14,14,39
"1861","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Military","ISVG",1,2,0
"1862","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Police","CETIS",2,4,0
"1863","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Police","ISVG",6,1,3
"1864","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Business, Utilities & Communication","CETIS",9,0,0
"1865","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Business, Utilities & Communication","ISVG",7,1,4
"1866","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Unknown, religious & militia","CETIS",1,4,40
"1867","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Government","CETIS",10,3,0
"1868","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Government","ISVG",4,8,20
"1869","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Bombing/Explosion","Transportation","ISVG",3,0,0
"1870","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Private Citizens & Property","CETIS",16,16,51
"1871","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Private Citizens & Property","ISVG",12,4,14
"1872","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Military","CETIS",7,10,23
"1873","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Military","ISVG",1,0,0
"1874","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Police","CETIS",10,33,41
"1875","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Business, Utilities & Communication","CETIS",4,1,13
"1876","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Unknown, religious & militia","CETIS",10,27,23
"1877","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Unknown, religious & militia","ISVG",1,0,0
"1878","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Government","CETIS",12,6,15
"1879","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Government","ISVG",5,0,1
"1880","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Armed Assault","Transportation","ISVG",3,0,0
"1881","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Private Citizens & Property","CETIS",1,1,0
"1882","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Military","CETIS",1,1,0
"1883","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Business, Utilities & Communication","CETIS",1,0,0
"1884","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Unknown, religious & militia","CETIS",1,0,0
"1885","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Government","CETIS",2,3,1
"1886","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Assassination","Government","ISVG",1,0,1
"1887","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Private Citizens & Property","CETIS",8,4,1
"1888","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Police","CETIS",2,3,0
"1889","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Business, Utilities & Communication","CETIS",8,0,0
"1890","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Business, Utilities & Communication","Other Source",1,0,0
"1891","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Unknown, religious & militia","CETIS",1,2,0
"1892","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Government","CETIS",10,0,4
"1893","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Hostage Taking","Government","ISVG",1,0,0
"1894","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Unknown","Private Citizens & Property","CETIS",1,1,4
"1895","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Unknown","Unknown, religious & militia","ISVG",1,2,0
"1896","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Private Citizens & Property","CETIS",1,0,0
"1897","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Private Citizens & Property","ISVG",8,0,1
"1898","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Military","CETIS",1,1,0
"1899","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Police","CETIS",1,0,0
"1900","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Business, Utilities & Communication","CETIS",1,17,200
"1901","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Government","CETIS",6,0,0
"1902","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Facility/Infrastructure Attack","Government","ISVG",2,0,0
"1903","Middle East & North Africa","2005-2009","West Bank and Gaza Strip","Unarmed Assault","Private Citizens & Property","ISVG",2,0,0
"1904","Middle East & North Africa","2005-2009","Western Sahara","Bombing/Explosion","Police","CETIS",1,0,3
"1905","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Private Citizens & Property","CETIS",2,15,0
"1906","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Private Citizens & Property","ISVG",2,7,13
"1907","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Military","CETIS",1,0,5
"1908","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Military","ISVG",1,0,0
"1909","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Police","ISVG",6,13,32
"1910","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Business, Utilities & Communication","CETIS",2,5,0
"1911","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Business, Utilities & Communication","ISVG",6,2,1
"1912","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Unknown, religious & militia","ISVG",1,15,60
"1913","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Government","CETIS",3,2,19
"1914","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Government","ISVG",4,19,10
"1915","Middle East & North Africa","2005-2009","Yemen","Bombing/Explosion","Transportation","ISVG",1,3,4
"1916","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Private Citizens & Property","CETIS",2,12,4
"1917","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Private Citizens & Property","ISVG",1,12,0
"1918","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Military","ISVG",1,1,4
"1919","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Police","CETIS",2,17,12
"1920","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Police","ISVG",3,11,14
"1921","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Business, Utilities & Communication","ISVG",1,4,2
"1922","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Unknown, religious & militia","CETIS",2,3,42
"1923","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Unknown, religious & militia","ISVG",1,8,26
"1924","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Government","CETIS",1,0,2
"1925","Middle East & North Africa","2005-2009","Yemen","Armed Assault","Government","ISVG",2,0,2
"1926","Middle East & North Africa","2005-2009","Yemen","Assassination","Military","CETIS",1,0,0
"1927","Middle East & North Africa","2005-2009","Yemen","Assassination","Government","CETIS",1,0,0
"1928","Middle East & North Africa","2005-2009","Yemen","Assassination","Government","ISVG",2,10,10
"1929","Middle East & North Africa","2005-2009","Yemen","Hostage Taking","Private Citizens & Property","CETIS",3,0,0
"1930","Middle East & North Africa","2005-2009","Yemen","Hostage Taking","Private Citizens & Property","ISVG",6,6,0
"1931","Middle East & North Africa","2005-2009","Yemen","Hostage Taking","Business, Utilities & Communication","ISVG",2,0,0
"1932","Middle East & North Africa","2005-2009","Yemen","Hostage Taking","Government","ISVG",1,0,0
"1933","Middle East & North Africa","2005-2009","Yemen","Unknown","Private Citizens & Property","ISVG",1,3,4
"1934","Middle East & North Africa","2005-2009","Yemen","Unknown","Business, Utilities & Communication","CETIS",1,2,1
"1935","Middle East & North Africa","2005-2009","Yemen","Facility/Infrastructure Attack","Police","ISVG",1,1,1
"1936","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Private Citizens & Property","START Primary Collection",3,3,4
"1937","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Private Citizens & Property","ISVG",3,9,4
"1938","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Private Citizens & Property","Other Source",15,8,28
"1939","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Military","START Primary Collection",22,33,66
"1940","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Military","ISVG",2,1,15
"1941","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Military","Other Source",28,30,117
"1942","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Police","START Primary Collection",15,5,36
"1943","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Police","Other Source",11,14,31
"1944","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",4,4,3
"1945","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Business, Utilities & Communication","ISVG",1,0,2
"1946","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Business, Utilities & Communication","Other Source",4,1,10
"1947","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",3,2,6
"1948","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Unknown, religious & militia","ISVG",2,0,0
"1949","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Unknown, religious & militia","Other Source",6,2,3
"1950","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Government","START Primary Collection",2,2,1
"1951","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Government","ISVG",2,5,1
"1952","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Government","Other Source",3,2,11
"1953","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Transportation","START Primary Collection",1,0,0
"1954","Middle East & North Africa","2010-2014","Algeria","Bombing/Explosion","Transportation","Other Source",2,0,0
"1955","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Private Citizens & Property","ISVG",1,1,0
"1956","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Private Citizens & Property","Other Source",3,7,2
"1957","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Military","START Primary Collection",6,24,13
"1958","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Military","ISVG",2,19,13
"1959","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Military","Other Source",2,9,4
"1960","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Police","START Primary Collection",11,20,20
"1961","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Police","ISVG",2,4,3
"1962","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Police","Other Source",3,1,5
"1963","Middle East & North Africa","2010-2014","Algeria","Armed Assault","Business, Utilities & Communication","ISVG",1,1,0
